deal-portrait href,deal-image src,label,label 2,title,count,short,old,new,discount
https://www.cobone.com/en/deals/food-dining-dubai/1-saturday-drunch-sunday-brunch-centro-barsha/167349,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha / TECOM,473 Bought,Centro Saturday Drunch Or Sunday Brunch,5,Inclusive of soft and house beverages,119,79,34%
https://www.cobone.com/en/deals/food-dining-dubai/1-lunch-buffet-arabesque-bahi-ajman-palace/167755,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Ajman,114 Bought,Lunch Buffet at 5* Bahi Ajman Palace Hotel,4,Valid at Arabesque Restaurant,125,106,15%
https://www.cobone.com/en/deals/food-dining-dubai/1-dinner-buffet-adult-blooms-ava/168129,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Business Bay,4 Bought,Dinner Buffet with Burj Views at Blooms Ava,1,Child option available,149,99,34%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-tamani-marina-adult/166389,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Marina/JBR,0 Bought,Breakfast Buffet at Tamani Marina,7.03030303,Beverages included!,99,72,27%
https://www.cobone.com/en/deals/food-dining-dubai/1-sunday-brunch-gypsy-chinese-jumeira-rotana/155700,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Satwa,18 Bought,"Sunday Brunch @Gypsy Chinese, Jumeira Rotana",7.03030303,Indo Chinese buffet with unlimited drinks!,225,99,56%
https://www.cobone.com/en/deals/food-dining-dubai/1-weekend-brunch-radisson-blu-deira-creek/166288,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Deira,317 Bought,5* Weekend Brunch at Radisson Blu Deira Creek,7,Over 200 dishes with drinks every Saturday!,225,119,47%
https://www.cobone.com/en/deals/food-dining-dubai/1-theme-food-buffet-crowne-plaza-deira/162647,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Deira,689 Bought,Theme Buffet at 5* Crowne Plaza Dubai - Deira,10,"Seafood, grill & over 200 dishes & beverages",225,109,52%
https://www.cobone.com/en/deals/food-dining-dubai/1-5-star-brunch-swissotel-al-ghurair/162947,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Deira,115 Bought,5-Star Around The World Brunch at Swissôtel,1,"Mix seafood , Beef Wellington & more!",159,127,20%
https://www.cobone.com/en/deals/food-dining-dubai/1-indian-night-buffet-s-hotel-barsha/163285,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha South,28 Bought,Indian Spice Night at The S Hotel Al Barsha,1,Fridays at Fusion Restaurant!,89,69,22%
https://www.cobone.com/en/deals/food-dining-dubai/1-pool-beach-access-lunch-sheraton-sharjah/162802,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sharjah,406 Bought,5* Pool & Beach + Lunch at Sheraton Sharjah,5,Available all days!,350,175,50%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-pool-access-ramada-jbr/162462,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Marina/JBR,88 Bought,Breakfast & Pool at Ramada Hotel & Suites JBR,1,International buffet with beverages,120,89,26%
https://www.cobone.com/en/deals/food-dining-dubai/1-millennium-barsha-seafood-buffet/164045,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha/Barsha Heights,344 Bought,Friday Seafood Night with Soft Drinks,9,Millennium Place Barsha Heights Hotel,175,119,32%
https://www.cobone.com/en/deals/food-dining-dubai/1-seafood-buffet-occidental-jadaf/162863,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Jaddaf,51 Bought,Seafood Buffet @ Occidental Al Jaddaf Hotel,7.03030303,Valid on Saturday only,139,89,36%
https://www.cobone.com/en/deals/food-dining-dubai/1-sunday-brunch-buffet-s-hotel-barsha/161846,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha South,53 Bought,Sunday Brunch Buffet at The S Hotel Al Barsha,7.03030303,International buffet with beverages,79,59,25%
https://www.cobone.com/en/deals/food-dining-dubai/1-indian-night-buffet-movenpick-al-mamzar-adult/164885,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Mamzar,19 Bought,Indian Night & Pool at Movenpick Al Mamzar,7.03030303,Fridays at Spices Restaurant!,179,69,61%
https://www.cobone.com/en/deals/food-dining-dubai/1-sunday-brunch-buffet-beverages-peaches-cream/163520,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Palm Jumeirah,22 Bought,Sunday Brunch Buffet at Peaches & Cream,7.03030303,Unlimited beverages included!,350,297,15%
https://www.cobone.com/en/deals/food-dining-dubai/1-occidental-al-jaddaf-hotel-arabic-nights/163020,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Jaddaf,152 Bought,Friday Arabic Buffet at Occidental Al Jaddaf,1,Family option available,120,75,38%
https://www.cobone.com/en/deals/food-dining-dubai/1-afternoon-tea-coffee-at-Speranza-sharjah/163749,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sharjah,0 Bought,Afternoon Tea at Speranza Sports Bar,7.03030303,Afternoon Tea Break,100,59,41%
https://www.cobone.com/en/deals/food-dining-dubai/1-5-star-saturday-brunch-tower-plaza/162029,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sheikh Zayed Road,34 Bought,5-Star Saturday Brunch at Tower Plaza Hotel,7.03030303,Unlimited soft bevs & more!,129,103,20%
https://www.cobone.com/en/deals/food-dining-dubai/1-thali-dinner-doubletree-m-square-adult-veg/165264,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Bur Dubai,3 Bought,5* Thali Dinner at The Spice Tree,7.03030303,Veg & Non-veg options available!,89,65,27%
https://www.cobone.com/en/deals/food-dining-dubai/1-asian-night-buffet-s19-al-jaddaf/163280,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Jadaf,150 Bought,Asian Night Buffet at S19 Hotel Al Jaddaf,1,Child option available,80,59,26%
https://www.cobone.com/en/deals/food-dining-dubai/1-dinner-buffet-ramada-hotel-jbr/162623,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Marina/JBR,41 Bought,International Dinner buffet @Ramada Hotel JBR,7.03030303,Unlimited soft beverages included!,159,109,31%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-pool-moka-villa-rotana/162688,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sheikh Zayed Road,53 Bought,Weekend Breakfast & Pool Access @Villa Rotana,7.03030303,Includes unlimited soft beverages,180,69,62%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-doubletree-by-hilton-gastro-kitchen/162410,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Marina/JBR,197 Bought,Breakfast at DoubleTree by Hilton Dubai,2,Pool and beach access available,136,89,35%
https://www.cobone.com/en/deals/food-dining-dubai/1-friday-seafood-buffet-wyndham-residences-palm/164083,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",The Palm,52 Bought,5*Seafood Buffet @Wyndham Residences The Palm,7.03030303,Valid every Friday and Saturdays!,199,139,30%
https://www.cobone.com/en/deals/food-dining-dubai/1-lunch-dinner-buffet-signature-barsha-heights/162848,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha/Barsha Heights,30 Bought,"Lunch/Dinner Buffet at Xandros, Signature 1",7.03030303,International dishes with soft drinks,99,70,29%
https://www.cobone.com/en/deals/food-dining-dubai/1-unlimited-sushi-two-seasons-hotel/164865,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Dubai Internet City,776 Bought,All You Can Eat Sushi @ Two Seasons Hotel,15,Unlimited sushi & sashimi with drinks!,140,99,29%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-pool-moka-villa-rotana/162954,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sheikh Zayed Road,138 Bought,Weekday Breakfast & Pool Access @Villa Rotana,4,Includes unlimited soft beverages,180,59,67%
https://www.cobone.com/en/deals/food-dining-dubai/1-friday-dinner-buffet-radisson-blu-deira/161965,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Deira,133 Bought,5* Friday Dinner at Radisson Blu Deira Creek,5,"Buffet with live stations, drinks & more!",225,119,47%
https://www.cobone.com/en/deals/food-dining-dubai/1-saturday-brunch-crowne-plaza-deira/162621,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Deira,334 Bought,"5*Saturday Brunch @Spice Island, Crowne Plaza",5,Over 200 dishes with unlimited soft beverages,225,129,43%
https://www.cobone.com/en/deals/food-dining-dubai/1-dinner-buffet-dubai-marriott-WTC/164785,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Dubai,2119 Bought,Dinner Buffet at Courtyard by Marriott WTC,2,Valid Daily!,140,64,54%
https://www.cobone.com/en/deals/food-dining-dubai/1-overnight-stay-breakfast-deseret-rak-hotel/162823,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Ras al Khaimah,2 Bought,Stay and Safari @Ras Al Khaimah Hotel,7.03030303,Overnight stay with Breakfast and Safari,"1,056",499,53%
https://www.cobone.com/en/deals/food-dining-dubai/1-indian-theme-night-buffet-novotel-sharjah/161772,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sharjah,32 Bought,Desi Indian Night Buffet at Novotel Sharjah,7.03030303,Saturdays at Orient Restaurant,90,69,23%
https://www.cobone.com/en/deals/food-dining-dubai/1-sunday-filipino-buffet-courtyard-marriott-wtc/164789,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Dubai,184 Bought,Filipino Theme Dinner at Marriott WTC Dubai,7.03030303,Valid Every Sunday with Unlimited Drinks!,120,59,51%
https://www.cobone.com/en/deals/food-dining-dubai/1-theme-night-dinner-millennium-barsha-heights/164263,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Barsha Heights/Tecom,481 Bought,Theme Nights @Millennium Place Barsha Heights,7.03030303,6 days 6 themes @ The M One Restaurant,149,99,34%
https://www.cobone.com/en/deals/food-dining-dubai/1-arabic-night-buffet-movenpick-al-mamzar/164892,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Mamzar,0 Bought,5-Star Arabic Night by Movenpick Al Mamzar,7.03030303,Saturdays at Spices Restaurant,119,79,34%
https://www.cobone.com/en/deals/food-dining-dubai/1-lunch-dinner-buffet-occidental-sharjah-grand/162617,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sharjah,73 Bought,Lunch/Dinner Buffet @Occidental Sharjah Grand,7.03030303,Options with beverages available,99,79,20%
https://www.cobone.com/en/deals/food-dining-dubai/1-aseelah-dinner-buffet-radisson-blu-deira/162065,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Deira,93 Bought,Theme Night At ASEELAH Radisson Blu Deira,1,"Buffet with live stations, drinks & more!",199,99,50%
https://www.cobone.com/en/deals/food-dining-dubai/1-arabic-night-dinner-al-bandar-rotana-1pax/165180,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Deira,6 Bought,5* Arabic Night Dinner at Al Bandar Rotana,7.03030303,Happening every Friday!,222,111,50%
https://www.cobone.com/en/deals/food-dining-dubai/1-international-dinner-buffet-occidental-jadaf/161688,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Jaddaf,290 Bought,Dinner Buffet at Occidental Al Jaddaf Hotel,1,International buffet with juices,90,68,24%
https://www.cobone.com/en/deals/food-dining-dubai/breakfast-buffet-s-hotel-barsha/140443,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha South,794 Bought,Breakfast Buffet at The S Hotel Al Barsha,11,Valid daily from 06:30 am to 10:30 am,55,29,47%
https://www.cobone.com/en/deals/food-dining-dubai/dinner-buffet-the-market-restaurant-marina/155749,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Marina/JBR,2840 Bought,Dinner Buffet at The Market Restaurant & Café,29,International buffet in Dubai Marina,99,59,40%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-pool-access-avani-ibnbattuta/161025,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Ibn Battuta Mall,4 Bought,Breakfast Buffet & Pool at Avani Ibn Battuta,7.03030303,Weekdays at Pele Pool Bar & Social Hub,169,99,41%
https://www.cobone.com/en/deals/food-dining-dubai/1-international-lunch-buffet-occidental-jaddaf/161677,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Jaddaf,201 Bought,Lunch Buffet at Occidental Al Jaddaf Hotel,7.03030303,International buffet with juices,90,68,24%
https://www.cobone.com/en/deals/food-dining-dubai/breakfast-buffet-s19-hotel-al-jaddaf/140444,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Jaddaf,1050 Bought,Breakfast Buffet at S19 Hotel Al Jaddaf,22,Valid daily from 07:00 am to 10:00 am,55,29,47%
https://www.cobone.com/en/deals/food-dining-dubai/lunch-dinner-buffet-byblos-hotel-barsha/160065,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha,211 Bought,Lunch Or Dinner Buffet at Elite Byblos Hotel,7.03030303,International buffet with soft drinks,99,65,34%
https://www.cobone.com/en/deals/food-dining-dubai/breakfast-buffet-blooms-ava-restaurant/152071,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Business Bay,75 Bought,Breakfast Buffet at Blooms Ava Restaurant,7.03030303,Daily at 06:30 am to 11:00 am,90,54,40%
https://www.cobone.com/en/deals/food-dining-dubai/1-brunch-buffet-worlds-tallest-gevora-hotel/141866,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sheikh Zayed Road,2080 Bought,"Brunch at Gevora, The World's Tallest Hotel",58,Valid on Saturdays & Sundays!,170,85,50%
https://www.cobone.com/en/deals/food-dining-dubai/1-buffets-pool-crystal-plaza-al-majaz/159207,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sharjah,190 Bought,Buffets & Pool Access @Crystal Plaza Al Majaz,1,"Available for breakfast, lunch & dinner",120,49,59%
https://www.cobone.com/en/deals/food-dining-dubai/1-brunch-certo-radisson-dubai-media-city/159256,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Dubai Media City,108 Bought,"Italian Brunch at Certo, Radisson Blu DMC",7.03030303,Fridays & Saturdays at Certo!,209,149,29%
https://www.cobone.com/en/deals/food-dining-dubai/1-indian-theme-night-millennium-al-barsha/155880,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha,119 Bought,Indian Theme Night at Millennium Al Barsha,7.03030303,Fridays at House of Colours,150,75,50%
https://www.cobone.com/en/deals/food-dining-dubai/breakfast-buffet-zahrat-golden-fork/149875,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha,719 Bought,Breakfast Buffet at Golden Fork,5,Daily in Al Barsha branch!,45,29,36%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-pool-radisson-blu-ajman/155853,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Ajman,622 Bought,5*Breakfast & Pool Access @Radisson Blu Ajman,11,Child option available,85,65,24%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-lunch-pool-access-edge-creekside/155717,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Deira,122 Bought,Breakfast Or Lunch + Pool at Edge Creekside,6,Daily at Feta Restaurant!,115,68,41%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-emirates-stars-al-qusais/159505,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Qusais,55 Bought,Everyday Breakfast Buffet at Emirates Stars,1,Optional house product & billiards available,35,25,29%
https://www.cobone.com/en/deals/food-dining-dubai/1-friday-international-buffet-radisson-blu-ajman/158944,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Ajman,28 Bought,5* Friday Dinner Buffet at Radisson Blu Ajman,1,International buffet with soft beverages,129,99,23%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-emirates-stars-hotel/140050,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Qusais,95 Bought,Breakfast Buffet at Emirates Stars Hotel,7.03030303,"With fresh juices, hot & cold drinks",70,25,64%
https://www.cobone.com/en/deals/food-dining-dubai/1-seafood-buffet-brunch-movenpick-bur-dubai/152193,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Bur Dubai,88 Bought,5*Seafood Night Brunch at Movenpick Bur Dubai,2,Saturdays at The Fountain Restaurant!,199,149,25%
https://www.cobone.com/en/deals/food-dining-dubai/1-dinner-brunch-pool-ramada-barsha-heights/158477,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha/Barsha Heights,77 Bought,BBQ Dinner Or Brunch at Ramada Barsha Heights,1,Saturday & Sundays with pool access!,130,85,35%
https://www.cobone.com/en/deals/food-dining-dubai/1-breakfast-buffet-millennium-al-barsha/155884,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha,29 Bought,Breakfast Buffet at Millennium Al Barsha,7.03030303,Child option available,110,69,37%
https://www.cobone.com/en/deals/food-dining-dubai/saturday-mega-brunch-crowne-plaza-jumeirah/149686,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Jumeirah/Umm Suqeim,87 Bought,5* Mega Brunch at Crowne Plaza Dubai Jumeirah,7.03030303,Saturdays at Cuisines Restaurant!,229,129,44%
https://www.cobone.com/en/deals/food-dining-dubai/1-5-star-sunday-brunch-movenpick-jvt/159977,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Jumeirah Village Triangle,242 Bought,5-Star Sunday Brunch at Movenpick JVT,4,"Buffet, entertainment, kids waterpark & more!",145,115,21%
https://www.cobone.com/en/deals/food-dining-dubai/1-italian-theme-night-buffet-novotel-sharjah/138838,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Sharjah,112 Bought,Novotel Sharjah Italian Theme Night Buffet,5,Fridays at Orient Restaurant,90,69,23%
https://www.cobone.com/en/deals/food-dining-dubai/1-saturday-brunch-s-hotel-barsha/135207,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8Xw8AAoMBgDTD2qgAAAAASUVORK5CYII=",Al Barsha South,253 Bought,Saturday Brunch at The S Hotel Al Barsha,5,Buffet with drinks & access to swimming pool,75,59,21%
